date,WaterQuality,Temperature,pH,Dissolved Oxygen Concentration,KMnOAmmonia nitrogen,phosphorus,N2,Conductivity,Turbidity,
2021/2/6 8:00,2,10.98,7.31,10.216,1.88,0.026,0.0222,1.402,192.2,10.7
2021/2/6 12:00,2,11.61,7.33,10.337,1.707,0.026,0.026,1.211,193,12
2021/2/6 16:00,2,11.83,7.36,10.408,1.629,0.026,0.024,1.119,192.6,11.6
2021/2/6 20:00,2,12.06,7.46,10.981,1.762,0.026,0.0282,1.306,191.4,13
2021/2/7 0:00,2,11.94,7.46,10.609,1.841,0.026,0.0291,1.076,193.8,12.1
2021/2/7 4:00,2,11.4,7.27,10.761,1.674,0.026,0.0263,1.072,189.6,14.6
2021/2/7 8:00,2,11.28,7.24,9.99,1.661,0.026,0.0266,1.648,189.7,13.6
2021/2/7 12:00,2,11.72,7.26,10.086,1.747,0.0267,0.0269,1.461,189.9,14.6
2021/2/7 16:00,2,12.38,8.16,10.377,1.841,0.026,0.0266,1.3,190.1,12.6
2021/2/7 20:00,2,12.64,8.66,10.864,1.496,0.026,0.023,1.248,187.6,10.6
2021/2/8 0:00,2,12.38,8.68,10.606,1.417,0.026,0.0296,1.219,191.7,29.6
2021/2/8 4:00,2,11.61,8.68,10.046,1.237,0.026,0.0214,1.29,191.7,9.3
2021/2/8 8:00,2,10.98,8.6,9.976,1.433,0.026,0.0226,1.603,193,8.7
2021/2/8 12:00,2,10.87,8.61,10.19,1.19,0.026,0.0219,1.346,192.7,10.7
2021/2/8 16:00,2,10.87,8.6,11.886,1.668,0.026,0.031,1.284,192,61.6
2021/2/8 20:00,2,10.66,8.7,10.629,1.619,0.026,0.0267,1.209,197.1,16.8
2021/2/9 0:00,2,10.66,8.61,10.266,1.619,0.026,0.0267,1.209,207.1,10.4
2021/2/9 4:00,2,10.46,8.69,10.116,1.698,0.026,0.0208,1.26,207.1,8.2
2021/2/9 8:00,2,10.36,8.69,10.064,1.661,0.0318,0.0216,1.617,207.8,7.8
2021/2/9 12:00,2,10.66,8.61,10.31,1.417,0.026,0.0221,1.36,207.7,9.4
2021/2/9 16:00,2,11.04,8.66,10.686,1.276,0.026,0.0206,1.432,207.3,8.2
2021/2/9 20:00,2,10.87,8.76,10.766,1.661,0.026,0.027,1.386,208.6,10.8
2021/2/10 0:00,2,11.08,8.64,10.886,1.661,0.026,0.027,1.386,206.6,9.6
2021/2/10 4:00,2,10.66,8.62,10.324,1.378,0.0266,0.0226,1.387,207.7,7.6
2021/2/10 8:00,2,10.46,8.66,10.342,1.611,0.036,0.0214,1.883,210,7.3
2021/2/10 12:00,2,10.66,8.66,10.622,1.339,0.0664,0.0222,1.7,210.6,8.6
2021/2/10 16:00,2,10.66,7.93,10.487,1.366,0.026,0.0202,1.487,209.6,7.1
2021/2/10 20:00,2,10.66,7.84,10.633,1.661,0.026,0.0269,1.641,211.6,12.4
2021/2/11 0:00,2,10.66,7.8,10.62,1.661,0.026,0.0269,1.641,221.9,9.3
2021/2/11 4:00,2,10.66,7.79,10.368,1.496,0.026,0.0216,1.369,221.6,7.6
2021/2/11 8:00,2,10.66,7.78,10.388,1.817,0.026,0.0216,1.816,216.2,7.6
2021/2/11 12:00,2,10.66,7.8,10.641,1.363,0.026,0.0219,1.488,219.6,8.2
2021/2/11 16:00,2,10.83,7.94,11.069,1.629,0.026,0.0268,1.692,221.2,12.3
2021/2/11 20:00,2,10.77,7.92,10.809,1.731,0.026,0.0266,1.668,249.4,13.7
2021/2/12 0:00,2,10.77,8.02,10.896,1.731,0.026,0.0266,1.668,268.6,12.3
2021/2/12 4:00,2,10.77,7.96,10.722,2.021,0.0442,0.0361,1.91,266.4,12.8
2021/2/12 8:00,2,10.77,7.93,10.636,1.864,0.0436,0.0346,2.202,263.8,12.1
2021/2/12 12:00,2,10.87,7.93,10.621,2.021,0.0627,0.0439,2.162,266.4,18
2021/2/12 16:00,2,10.98,8.1,11.164,1.927,0.028,0.0337,1.976,273.1,11.6
2021/2/12 20:00,2,10.87,8.09,10.768,2.044,0.0461,0.0314,2.106,298.6,11.2
2021/2/13 0:00,2,10.87,8.07,10.463,2.044,0.0461,0.0314,2.106,321.9,10.6
2021/2/13 4:00,2,10.87,8.06,10.432,2.116,0.0613,0.0344,2.006,321.8,9.2
2021/2/13 8:00,2,10.87,8.03,10.384,2.029,0.0666,0.0328,2.377,318.4,8.4
2021/2/13 12:00,2,11.4,8.04,10.476,2.06,0.0607,0.0363,2.296,319.9,11.3
2021/2/13 16:00,2,12.06,8.26,11.113,2.732,0.0913,0.0389,4.036,316.6,9.4
2021/2/13 20:00,2,11.72,8.18,10.629,2.617,0.0826,0.036,1.976,317.8,9.4
2021/2/14 0:00,2,11.08,8.01,10.048,2.617,0.0826,0.036,1.976,321.9,7.7
2021/2/14 4:00,2,11.08,7.98,9.97,2.378,0.0816,0.0361,1.703,321.2,7
2021/2/14 8:00,2,11,7.98,9.946,2.692,0.0788,0.036,2.213,321.3,7.7
2021/2/14 12:00,2,11.61,7.98,10.067,2.37,0.0736,0.0349,2.086,319.6,8.6
2021/2/14 16:00,2,11.72,8.02,10.233,2.661,0.0736,0.0364,1.792,319.1,7.8
2021/2/14 20:00,2,11.6,7.94,9.918,2.618,0.0842,0.0367,1.862,317.6,8.8
2021/2/16 0:00,2,11.2,7.96,9.901,2.618,0.0842,0.0367,1.862,322.1,7.8
2021/2/16 4:00,2,10.98,7.91,9.646,2.247,0.0946,0.0364,1.976,324.8,7.2
2021/2/16 8:00,2,11.08,7.9,9.612,2.313,0.0976,0.0363,2.49,324,7.9
2021/2/16 12:00,2,11.72,7.92,9.823,2.239,0.0823,0.0348,2.144,321.8,6.6
2021/2/16 16:00,2,11.94,7.96,10.009,2.387,0.0866,0.0371,1.899,321,10
2021/2/16 20:00,2,11.61,7.93,9.663,2.469,0.0967,0.0394,1.796,326.6,8.4
2021/2/16 0:00,2,11.72,7.86,9.703,2.469,0.0967,0.0394,1.796,340.9,10
2021/2/16 4:00,2,11.19,7.84,9.213,2.699,0.127,0.042,1.86,363.9,8
2021/2/16 8:00,2,11.08,7.83,9.218,2.617,0.126,0.0417,2.214,362.1,6.7
2021/2/16 12:00,2,11.29,8.13,9.239,2.699,0.1218,0.0424,2.049,346.4,8.6
2021/2/16 16:00,2,11.29,7.86,9.227,2.669,0.126,0.0416,1.876,360.3,7.8
2021/2/16 20:00,2,11.4,7.86,9.137,2.66,0.1391,0.0468,2.044,366,10.8
2021/2/17 0:00,2,11.38,7.82,8.929,2.66,0.1391,0.0468,2.044,372.7,7
2021/2/17 4:00,2,11.29,7.82,8.91,2.798,0.136,0.0446,2.086,370.4,7
2021/2/17 8:00,2,11.29,7.81,9.303,2.798,0.136,0.0446,2.086,367.3,7.7
2021/2/17 12:00,2,11.4,7.83,9.28,2.724,0.1444,0.0469,2.12,366.1,8.7
2021/2/17 16:00,2,11.61,7.84,9.166,2.676,0.131,0.0437,2.136,366.2,7.4
2021/2/17 20:00,2,11.4,7.88,9.418,2.839,0.126,0.0471,2.039,367.6,7.6
2021/2/18 0:00,2,11.72,7.83,9.648,2.839,0.126,0.0471,2.039,379,8.8
2021/2/18 4:00,2,11.08,7.86,9.143,2.866,0.139,0.0471,2.178,380.3,7.4
2021/2/18 8:00,2,10.98,7.84,9.018,2.781,0.1326,0.0467,2.626,383.7,6.7
2021/2/18 12:00,2,11.61,7.86,9.227,2.921,0.1384,0.0606,2.266,381.6,10.2
2021/2/18 16:00,2,11.83,7.87,9.249,2.971,0.1384,0.046,2.141,382.6,7.3
2021/2/18 20:00,2,11.61,7.92,9.64,2.88,0.1384,0.0482,2.041,378.1,8.7
2021/2/19 0:00,2,11.4,7.86,9.019,2.88,0.1384,0.0482,2.041,381.8,8.6
2021/2/19 4:00,2,11.1,7.86,8.949,2.897,0.1384,0.0466,1.966,381.3,6.6
2021/2/19 8:00,2,11.08,7.84,8.926,2.822,0.1384,0.044,2.028,381.8,6.2
